Existence of nearby care centers - exists,Existence of special needs care centers - does not exist,Existence of health resources - exists,Type and size of medical resources - Hospitals,Existence of a first aid center - exists,Town,Observation URI,Total number of care centers,Type and size of medical resources - Clinics,Existence of special needs care centers - exists,Type and size of medical resources - Pharmacies,Total number of first aid centers,Type and size of medical resources - Labs and Radiology ,references,Percentage of towns with special needs indiciduals - Without special needs,Percentage of towns with special needs indiciduals - With special needs,refArea,publisher,dataset,Type and size of medical resources - Medical Centers
0,0,0,0,0,Baalchmay,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baalchmay,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Baaloul West Bekaa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baaloul+West+Bekaa,0,0,0,0,3,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Western_Beqaa_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Baaouerta,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baaouerta,0,1,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,1,1,Baaqline,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baaqline,1,2,0,9,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,1,0,0,0,Baassir,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baassir,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,1,Bab Mareaa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bab+Mareaa,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Western_Beqaa_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Babliyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Babliyeh,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Badbhoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Badbhoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Baghdadi,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baghdadi,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Bahbouch,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bahbouch,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,0,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Baisour,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baisour,0,2,0,6,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Baisour Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baisour+Jezzine,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Bakhaaoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bakhaaoun,1,2,0,6,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,1,0,0,0,Bakka,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bakka,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,0,0,1,Bakkifac Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bakkifac+Rachaya,1,0,1,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,0,0,1,Balloune,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Balloune,1,0,1,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Bane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bane,0,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bsharri_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Bany haiyane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bany+haiyane,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Marjeyoun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Baouchriyeh el Sad,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baouchriyeh+el+Sad,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Baraachit,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baraachit,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Barghoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Barghoun,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,0,Barja,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Barja,0,3,0,14,0,4,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Barqa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Barqa,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,2,1,Barr Elias,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Barr+Elias,0,4,1,18,2,4,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/ZahlÃ©_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Barsa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Barsa,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Basateen Aakar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Basateen+Aakar,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Baskinta,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Baskinta,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Bater,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bater,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Batha,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Batha,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Batloun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Batloun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Batoulay,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Batoulay,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Tyre_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Batroumine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Batroumine,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,0,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,1,1,Batroun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Batroun,0,3,1,5,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,2
0,1,0,0,0,Bayzoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bayzoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Bazaaoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bazaaoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bsharri_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Bazouriyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bazouriyeh,0,3,0,6,2,1,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Tyre_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,0,0,0,0,Bchamoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bchamoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Bchannine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bchannine,0,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,1,1,Bcharreh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bcharreh,0,0,1,4,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bsharri_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Bcheaali,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bcheaali,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Bchtfine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bchtfine,0,0,1,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Bdadoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bdadoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Bdebba,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bdebba,5,0,0,0,3,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Bebnine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bebnine,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Bechmizzine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bechmizzine,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Bechouat,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bechouat,2,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Bechtoudar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bechtoudar,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Beddaoui,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beddaoui,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Bedghan Oua Ouadi Bedghan,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bedghan+Oua+Ouadi+Bedghan,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Bedias,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bedias,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Tyre_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Bednayel El-Koura,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bednayel+El-Koura,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Behdaydat,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Behdaydat,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Behnine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Behnine,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Behouaita,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Behouaita,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Beino,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beino,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Beit Ayoub,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Ayoub,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Beit Chama,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Chama,5,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,0,Beit Chlala,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Chlala,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Beit Ed-Dine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Ed-Dine,1,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Beit El Haj,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+El+Haj,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,0,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Beit El-Faqs,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+El-Faqs,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Beit El-Haouch,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+El-Haouch,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,0,1,Beit El-Kekko,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+El-Kekko,0,1,1,10,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,1,0,0,0,Beit Haouik,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Haouik,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Beit Hbaq,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Hbaq,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Beit Kassab,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Kassab,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Beit Lahia,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Lahia,1,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Beit Lif,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Lif,2,0,0,0,4,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Beit Mellat,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Mellat,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,0,0,1,Beit Meri,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Meri,2,0,1,0,3,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Beit Monzer,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Monzer,0,0,0,0,4,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bsharri_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Beit Obeid,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Obeid,2,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Beit Yahoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Yahoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Beit Younes,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Beit+Younes,4,0,0,0,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Bejjeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bejjeh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Bekhaaz,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bekhaaz,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Benouati Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Benouati+Jezzine,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
